State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,27/07/2024,2000,3500,2916,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,30/07/2024,3000,4000,3291,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,31/07/2024,3000,3500,3000,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,16/01/2025,350,1500,676,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,20/01/2025,250,750,531,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,02/12/2024,2500,4750,3808,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,07/12/2024,700,4000,2211,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,10/12/2024,1000,3000,1667,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,18/12/2024,1000,3000,2239,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,19/12/2024,800,3000,2197,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,21/12/2024,1000,4000,2489,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,06/01/2025,350,1250,799,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,29/01/2025,500,1250,822,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,08/01/2025,300,2000,822,78
Maharashtra,Nagpur,Hingna,Tomato,Local,Local,28/01/2025,600,1000,788,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,08/11/2024,2000,5250,3714,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,21/11/2024,2500,4000,3373,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,30/11/2024,2000,5000,3711,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,13/09/2024,2000,4000,2775,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,16/09/2024,2000,4000,3328,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,20/09/2024,2500,5000,3815,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,27/09/2024,3500,5500,4450,78
Maharashtra,Nagpur,Hingna,Tomato,Local,FAQ,23/09/2024,2000,5000,3900,78
